ship_id,hour,avg_engine_rpm,max_engine_rpm,avg_coolant_temp,max_coolant_temp,stddev_coolant_temp,avg_vibration,max_vibration,avg_fuel_flow,avg_hvac_pressure,anomaly_events,anomaly_rate,label
MSC-GRANDIOSA,2026-06-07 08:27:10.533259,1767.1732016393978,1837.3664012656166,78.69,81.85,1.02,0.79,1.169,12.296,4.26,0,0.0,0
MSC-GRANDIOSA,2026-06-07 09:27:10.533259,1761.332809092603,1881.3923597278783,76.49,78.52,0.74,0.691,1.123,12.481,4.108,0,0.0,0
MSC-GRANDIOSA,2026-06-07 10:27:10.533259,1775.188462152489,1900.4403945435251,77.31,78.5,1.054,0.845,1.163,12.184,4.14,0,0.0,0
MSC-GRANDIOSA,2026-06-07 11:27:10.533259,1761.6649404880352,1880.4611964358837,80.26,81.89,1.145,0.799,1.282,12.425,4.262,0,0.0,0
MSC-GRANDIOSA,2026-06-07 12:27:10.533259,1775.8615228690767,1818.064948355841,76.5,79.71,1.695,0.85,1.207,12.741,4.143,0,0.0,0
MSC-GRANDIOSA,2026-06-07 13:27:10.533259,1772.1661705775664,1782.6450200932434,78.39,79.4,1.267,0.762,1.047,11.871,4.315,0,0.0,0
MSC-GRANDIOSA,2026-06-07 14:27:10.533259,1738.1191156178386,1870.1239662938704,78.05,79.72,0.936,0.817,1.25,12.563,4.266,0,0.0,0
MSC-GRANDIOSA,2026-06-07 15:27:10.533259,1806.6536851503206,1835.5114716857306,79.16,82.84,0.844,0.789,1.091,12.778,4.266,0,0.0,0
MSC-GRANDIOSA,2026-06-07 16:27:10.533259,1838.8148797675208,1891.1650088837348,77.52,80.92,1.068,0.677,0.973,12.439,4.309,0,0.0,0
MSC-GRANDIOSA,2026-06-07 17:27:10.533259,1788.060784250431,1780.613851864716,78.59,79.78,1.005,0.741,1.128,12.91,4.079,0,0.0,0
MSC-GRANDIOSA,2026-06-07 18:27:10.533259,1800.6005643117742,1843.071770755228,77.73,80.76,1.17,0.842,1.295,12.608,4.207,0,0.0,0
MSC-GRANDIOSA,2026-06-07 19:27:10.533259,1837.699028795092,1853.063337175305,76.89,80.48,0.786,0.79,1.107,12.18,4.169,0,0.0,0
MSC-GRANDIOSA,2026-06-07 20:27:10.533259,1745.579337375554,1825.657888892647,79.52,81.02,1.193,0.873,1.241,12.062,4.216,0,0.0,0
MSC-GRANDIOSA,2026-06-07 21:27:10.533259,1761.547540806436,1853.6458617590695,77.91,79.51,1.058,0.72,1.162,12.622,4.241,0,0.0,0
MSC-GRANDIOSA,2026-06-07 22:27:10.533259,1819.3637639849137,1848.9053141758588,77.09,80.25,1.223,0.771,1.236,12.188,4.075,0,0.0,0
MSC-GRANDIOSA,2026-06-07 23:27:10.533259,1760.896821347007,1827.6085420034892,79.12,82.56,0.723,0.766,0.895,13.11,4.235,0,0.0,0
MSC-GRANDIOSA,2026-06-08 00:27:10.533259,1832.014228897092,1810.9216162289279,80.56,84.11,1.328,0.863,1.208,13.106,4.21,0,0.0,0
MSC-GRANDIOSA,2026-06-08 01:27:10.533259,1801.7869745357996,1815.4090403530017,76.11,77.95,1.126,0.807,1.112,12.168,4.085,0,0.0,0
MSC-GRANDIOSA,2026-06-08 02:27:10.533259,1776.4539112609493,1879.77802703974,76.85,80.21,1.105,0.84,1.002,12.243,4.213,0,0.0,0
MSC-GRANDIOSA,2026-06-08 03:27:10.533259,1781.1052491294704,1803.788529726707,76.75,79.42,0.822,0.775,1.261,12.952,4.004,0,0.0,0
MSC-GRANDIOSA,2026-06-08 04:27:10.533259,1825.3811200934288,1815.2473218804942,76.4,79.28,0.979,0.806,0.928,12.472,4.271,0,0.0,0
MSC-GRANDIOSA,2026-06-08 05:27:10.533259,1801.3457103338096,1851.2514469694427,78.96,82.59,1.008,0.854,1.287,13.066,4.225,0,0.0,0
MSC-GRANDIOSA,2026-06-08 06:27:10.533259,1798.8277575425063,1824.064404523084,75.82,77.59,0.873,0.795,0.953,12.743,4.277,0,0.0,0
MSC-GRANDIOSA,2026-06-08 07:27:10.533259,1791.9066407524695,1868.1089461639936,77.37,79.71,1.126,0.817,1.08,12.444,4.255,0,0.0,0
MSC-GRANDIOSA,2026-06-08 08:27:10.533259,1845.899688275413,1866.1873023128446,76.81,80.7,0.638,0.891,1.243,12.338,4.249,0,0.0,0
MSC-GRANDIOSA,2026-06-08 09:27:10.533259,1815.5320681855858,1820.8535570259558,78.0,81.24,0.991,0.796,1.15,12.411,4.24,0,0.0,0
MSC-GRANDIOSA,2026-06-08 10:27:10.533259,1795.3326553482823,1795.5909503487799,79.09,81.1,1.259,0.789,1.221,12.359,4.259,0,0.0,0
MSC-GRANDIOSA,2026-06-08 11:27:10.533259,1792.1835371130774,1856.8001966761594,78.01,80.15,0.741,0.856,1.02,12.927,4.137,0,0.0,0
MSC-GRANDIOSA,2026-06-08 12:27:10.533259,1808.3851938456812,1882.8050710662847,79.15,82.68,1.779,0.773,1.268,12.654,4.171,0,0.0,0
MSC-GRANDIOSA,2026-06-08 13:27:10.533259,1816.4807459449562,1933.192366075496,77.47,80.33,0.269,0.695,1.089,12.587,4.162,0,0.0,0
MSC-GRANDIOSA,2026-06-08 14:27:10.533259,1751.4736680176372,1850.8219380337248,77.51,80.29,1.021,0.8,0.908,12.823,4.106,0,0.0,0
MSC-GRANDIOSA,2026-06-08 15:27:10.533259,1814.1655333491426,1849.2627658642637,76.72,79.62,0.651,0.819,1.11,12.546,4.193,0,0.0,0
MSC-GRANDIOSA,2026-06-08 16:27:10.533259,1814.6868217048495,1826.3515801086373,79.14,81.92,1.291,0.913,1.106,12.378,4.206,0,0.0,0
MSC-GRANDIOSA,2026-06-08 17:27:10.533259,1793.4164991752587,1831.7975833199298,79.15,82.12,1.105,0.799,1.265,12.32,4.215,0,0.0,0
MSC-GRANDIOSA,2026-06-08 18:27:10.533259,1839.4679313482568,1867.9582640721449,80.01,81.45,0.888,0.996,1.262,12.447,4.143,0,0.0,0
MSC-GRANDIOSA,2026-06-08 19:27:10.533259,1795.6924350480547,1908.3767367537835,81.76,83.92,0.591,1.258,1.52,12.626,4.167,0,0.0,0
MSC-GRANDIOSA,2026-06-08 20:27:10.533259,1805.4890171982167,1860.2796456491315,85.7,88.66,0.968,1.493,1.894,12.578,4.4,0,0.0,0
MSC-GRANDIOSA,2026-06-08 21:27:10.533259,1849.803125503088,1857.6276243607572,89.41,91.83,1.252,1.68,1.801,12.919,4.314,1,1.0,1
MSC-GRANDIOSA,2026-06-08 22:27:10.533259,1789.3699745991755,1847.5716456594432,91.76,94.19,1.174,1.893,2.214,12.94,4.026,1,1.0,1
MSC-GRANDIOSA,2026-06-08 23:27:10.533259,1838.124652091113,1862.044175450344,93.31,94.58,0.961,2.199,2.603,12.508,4.121,1,1.0,1
MSC-GRANDIOSA,2026-06-09 00:27:10.533259,1800.3074351705745,1801.5474303543106,94.18,97.11,1.249,2.379,2.567,12.539,4.145,1,1.0,1
MSC-GRANDIOSA,2026-06-09 01:27:10.533259,1793.2949101878191,1789.3895916064646,76.82,78.44,0.85,0.825,1.233,13.021,4.246,0,0.0,0
MSC-GRANDIOSA,2026-06-09 02:27:10.533259,1869.1915087088223,1813.581311463167,78.22,81.14,0.95,0.747,0.992,12.223,4.139,0,0.0,0
MSC-GRANDIOSA,2026-06-09 03:27:10.533259,1802.8108268403785,1823.5694704190964,77.55,81.52,1.079,0.825,1.224,12.733,4.21,0,0.0,0
MSC-GRANDIOSA,2026-06-09 04:27:10.533259,1805.2929399509082,1850.678516952168,78.24,81.83,1.396,0.787,0.935,12.791,4.159,0,0.0,0
MSC-GRANDIOSA,2026-06-09 05:27:10.533259,1811.6600784480331,1887.7748144122522,78.81,81.9,0.823,0.789,1.221,12.735,4.283,0,0.0,0
MSC-GRANDIOSA,2026-06-09 06:27:10.533259,1757.4805584999683,1800.8822985698453,78.59,80.33,0.864,0.804,1.185,12.099,4.311,0,0.0,0
MSC-GRANDIOSA,2026-06-09 07:27:10.533259,1797.354275828362,1879.5917189261133,88.34,91.72,0.758,1.628,1.731,12.575,4.108,1,1.0,1
MSC-GRANDIOSA,2026-06-09 08:27:10.533259,1781.8501290435358,1898.6482699486492,89.42,91.27,0.642,1.959,2.129,12.794,4.196,1,1.0,1
MSC-GRANDIOSA,2026-06-09 09:27:10.533259,1804.3714776563772,1814.9883981718524,93.71,96.79,1.113,2.162,2.336,12.199,4.185,1,1.0,1
MSC-GRANDIOSA,2026-06-09 10:27:10.533259,1788.6325376653397,1857.9628178250216,94.86,97.16,1.042,2.292,2.71,12.781,4.066,1,1.0,1
MSC-GRANDIOSA,2026-06-09 11:27:10.533259,1782.688560474942,1841.7386550093463,77.6,80.43,1.332,0.759,1.021,12.363,4.117,0,0.0,0
MSC-GRANDIOSA,2026-06-09 12:27:10.533259,1820.7745248301544,1861.4176669718204,77.6,79.75,0.234,0.903,1.147,13.181,4.3,0,0.0,0
MSC-GRANDIOSA,2026-06-09 13:27:10.533259,1817.8370433054665,1841.655893465936,78.39,81.64,0.832,0.873,1.17,12.815,4.199,0,0.0,0
MSC-GRANDIOSA,2026-06-09 14:27:10.533259,1803.6946664324591,1833.564269976993,77.93,80.7,1.035,0.827,1.305,12.937,4.254,0,0.0,0
MSC-GRANDIOSA,2026-06-09 15:27:10.533259,1845.425353102823,1831.361702423169,76.77,77.99,0.76,0.798,1.19,11.899,4.238,0,0.0,0
MSC-GRANDIOSA,2026-06-09 16:27:10.533259,1829.8955496953572,1871.150640283144,77.33,78.86,1.726,0.834,1.298,12.383,4.117,0,0.0,0
MSC-GRANDIOSA,2026-06-09 17:27:10.533259,1832.595453208839,1800.9376835011471,79.94,82.28,0.938,0.767,0.988,12.258,4.201,0,0.0,0
MSC-GRANDIOSA,2026-06-09 18:27:10.533259,1800.696798142765,1829.990714365418,78.1,80.91,0.977,0.808,1.017,12.354,4.394,0,0.0,0
MSC-GRANDIOSA,2026-06-09 19:27:10.533259,1795.8692313298484,1916.4247507351831,78.68,81.09,0.813,0.765,1.017,13.253,4.194,0,0.0,0
MSC-GRANDIOSA,2026-06-09 20:27:10.533259,1842.946573725823,1885.8404967276595,79.83,80.98,1.237,0.811,0.93,12.857,4.323,0,0.0,0
MSC-GRANDIOSA,2026-06-09 21:27:10.533259,1815.840284919635,1815.2017167682245,79.47,82.76,1.116,0.827,1.118,12.196,4.309,0,0.0,0
MSC-GRANDIOSA,2026-06-09 22:27:10.533259,1818.733404073801,1820.1573589053162,77.69,80.89,1.188,0.861,1.28,12.503,4.061,0,0.0,0
MSC-GRANDIOSA,2026-06-09 23:27:10.533259,1763.562990354747,1885.4972694769313,77.53,78.59,1.215,0.809,1.298,12.305,4.127,0,0.0,0
MSC-GRANDIOSA,2026-06-10 00:27:10.533259,1819.483177720641,1822.024996557654,77.83,78.86,1.101,0.777,0.891,13.064,4.037,0,0.0,0
MSC-GRANDIOSA,2026-06-10 01:27:10.533259,1828.4155878850097,1873.8780225253365,78.44,81.11,0.822,0.81,1.029,12.647,4.136,0,0.0,0
MSC-GRANDIOSA,2026-06-10 02:27:10.533259,1815.5638273526706,1854.3499670064532,76.68,78.69,1.258,0.863,1.239,12.229,4.262,0,0.0,0
MSC-GRANDIOSA,2026-06-10 03:27:10.533259,1781.8940011999323,1854.6430073788188,78.36,80.68,1.56,0.828,1.121,12.527,4.221,0,0.0,0
MSC-GRANDIOSA,2026-06-10 04:27:10.533259,1787.930075940867,1862.0998960790726,78.18,81.88,0.964,0.714,0.862,13.031,4.171,0,0.0,0
MSC-GRANDIOSA,2026-06-10 05:27:10.533259,1836.805745130203,1855.8140913385178,78.81,81.44,0.728,0.803,1.178,12.598,4.171,0,0.0,0
MSC-GRANDIOSA,2026-06-10 06:27:10.533259,1839.8568787352006,1854.1961468873533,78.9,81.23,1.34,0.767,1.222,12.789,4.299,0,0.0,0
MSC-GRANDIOSA,2026-06-10 07:27:10.533259,1783.5338772441264,1850.0250428794907,77.21,78.61,0.966,0.793,0.901,12.331,4.073,0,0.0,0
MSC-GRANDIOSA,2026-06-10 08:27:10.533259,1819.0776062884931,1884.0349464056708,75.41,78.49,1.24,0.806,1.14,12.851,4.251,0,0.0,0
MSC-GRANDIOSA,2026-06-10 09:27:10.533259,1793.782377721087,1836.3510267584797,76.81,80.67,1.213,0.776,1.129,12.571,4.165,0,0.0,0
MSC-GRANDIOSA,2026-06-10 10:27:10.533259,1831.9912536260974,1842.4452037230894,76.72,80.63,1.258,0.863,1.151,12.322,4.116,0,0.0,0
MSC-GRANDIOSA,2026-06-10 11:27:10.533259,1756.2059405977293,1859.9017259074596,78.75,81.47,0.796,0.839,1.271,12.253,4.273,0,0.0,0
MSC-GRANDIOSA,2026-06-10 12:27:10.533259,1831.8961001956782,1816.4887876622627,79.23,81.86,0.34,0.786,1.076,12.309,4.282,0,0.0,0
MSC-GRANDIOSA,2026-06-10 13:27:10.533259,1797.0183856391145,1884.1782949508593,75.65,78.71,1.194,0.734,0.839,12.364,4.129,0,0.0,0
MSC-GRANDIOSA,2026-06-10 14:27:10.533259,1791.567263574895,1826.7035823845185,79.3,80.42,0.89,0.807,0.945,12.851,4.122,0,0.0,0
MSC-GRANDIOSA,2026-06-10 15:27:10.533259,1817.488560459073,1844.0694087768063,78.1,79.86,1.046,0.815,1.3,12.578,4.074,0,0.0,0
MSC-GRANDIOSA,2026-06-10 16:27:10.533259,1836.7319439391958,1876.4610667415584,78.9,80.17,0.635,0.825,1.087,13.085,4.208,0,0.0,0
MSC-GRANDIOSA,2026-06-10 17:27:10.533259,1825.646032451693,1907.624590938131,77.58,79.15,1.624,0.879,1.24,12.338,4.026,0,0.0,0
MSC-GRANDIOSA,2026-06-10 18:27:10.533259,1748.860532119018,1825.8867697115365,79.82,81.73,1.592,0.802,0.967,12.037,4.18,0,0.0,0
MSC-GRANDIOSA,2026-06-10 19:27:10.533259,1789.9659833080545,1902.2585050097725,77.83,79.89,0.698,0.729,1.063,12.064,4.221,0,0.0,0
MSC-GRANDIOSA,2026-06-10 20:27:10.533259,1813.807536498408,1887.093320621639,77.14,78.85,0.897,0.795,1.034,12.431,4.072,0,0.0,0
MSC-GRANDIOSA,2026-06-10 21:27:10.533259,1778.4045650484961,1900.510237836243,79.28,81.6,0.741,0.791,1.021,12.866,4.307,0,0.0,0
MSC-GRANDIOSA,2026-06-10 22:27:10.533259,1777.5062658086813,1850.6599559231624,76.94,79.53,1.144,0.839,1.178,11.965,4.125,0,0.0,0
MSC-GRANDIOSA,2026-06-10 23:27:10.533259,1828.8162054231366,1859.4686234972883,77.94,81.32,0.817,0.864,1.001,12.318,4.087,0,0.0,0
MSC-GRANDIOSA,2026-06-11 00:27:10.533259,1791.198351379431,1844.002927083167,79.22,82.99,1.18,0.863,1.328,12.356,4.243,0,0.0,0
MSC-GRANDIOSA,2026-06-11 01:27:10.533259,1815.575792147655,1826.530906056684,80.89,83.4,1.314,0.895,1.214,12.23,3.992,0,0.0,0
MSC-GRANDIOSA,2026-06-11 02:27:10.533259,1806.702221665414,1858.1987904934404,75.65,76.87,1.122,0.804,1.088,12.217,4.279,0,0.0,0
MSC-GRANDIOSA,2026-06-11 03:27:10.533259,1769.8366757017457,1847.2433597348331,78.96,79.99,1.753,0.827,1.21,12.602,4.009,0,0.0,0
MSC-GRANDIOSA,2026-06-11 04:27:10.533259,1831.5867971748614,1919.1431711547873,77.39,79.94,0.947,0.797,1.072,12.689,4.192,0,0.0,0
MSC-GRANDIOSA,2026-06-11 05:27:10.533259,1806.0887381130674,1845.6353735760986,78.24,80.64,0.779,0.809,1.046,13.196,4.229,0,0.0,0
MSC-GRANDIOSA,2026-06-11 06:27:10.533259,1786.0827833892693,1882.279911600888,79.27,83.05,1.136,0.809,1.098,12.379,4.281,0,0.0,0
MSC-GRANDIOSA,2026-06-11 07:27:10.533259,1816.7760631094104,1875.4602475227987,76.05,77.13,1.18,0.866,1.293,12.073,4.14,0,0.0,0
MSC-GRANDIOSA,2026-06-11 08:27:10.533259,1820.4002760202811,1893.4847210538203,79.39,82.07,0.963,0.907,1.406,12.484,4.124,0,0.0,0
MSC-GRANDIOSA,2026-06-11 09:27:10.533259,1795.3544588978637,1824.8502236388322,78.4,79.8,0.777,0.767,1.165,12.459,4.27,0,0.0,0
MSC-GRANDIOSA,2026-06-11 10:27:10.533259,1778.1112708037545,1868.6731422564392,78.04,81.27,1.101,0.771,0.898,12.762,4.406,0,0.0,0
MSC-GRANDIOSA,2026-06-11 11:27:10.533259,1828.5841945346563,1788.9912440437279,79.04,80.08,1.121,0.873,0.983,12.251,3.894,0,0.0,0
MSC-GRANDIOSA,2026-06-11 12:27:10.533259,1788.115688402117,1776.5030849074703,77.36,81.17,1.072,0.846,1.195,12.72,4.379,0,0.0,0
MSC-GRANDIOSA,2026-06-11 13:27:10.533259,1792.1159960632326,1824.7835485660844,79.85,82.56,1.072,0.775,1.034,12.584,4.055,0,0.0,0
MSC-GRANDIOSA,2026-06-11 14:27:10.533259,1807.572313481585,1889.9396838268704,78.02,80.35,1.256,0.806,1.237,12.066,4.094,0,0.0,0
MSC-GRANDIOSA,2026-06-11 15:27:10.533259,1828.926844104465,1834.9896922823907,78.38,82.35,0.783,0.768,1.122,12.36,4.165,0,0.0,0
MSC-GRANDIOSA,2026-06-11 16:27:10.533259,1838.5593174497467,1828.8581839722322,75.61,77.11,1.384,0.817,1.294,11.872,4.375,0,0.0,0
MSC-GRANDIOSA,2026-06-11 17:27:10.533259,1776.1419802732132,1839.3391340141018,78.28,79.42,0.982,0.941,1.2,12.89,4.255,0,0.0,0
MSC-GRANDIOSA,2026-06-11 18:27:10.533259,1815.8210700456877,1797.710187772865,77.22,81.18,1.354,0.816,1.294,12.443,4.298,0,0.0,0
MSC-GRANDIOSA,2026-06-11 19:27:10.533259,1805.5865270192676,1882.1373042457426,79.58,80.74,0.632,0.811,1.254,12.104,4.272,0,0.0,0
MSC-GRANDIOSA,2026-06-11 20:27:10.533259,1811.7221595828046,1826.908733733611,77.91,81.73,1.019,0.765,0.96,12.685,4.277,0,0.0,0
MSC-GRANDIOSA,2026-06-11 21:27:10.533259,1835.9287294785697,1890.1070178351508,75.71,78.0,1.135,0.719,1.089,12.358,4.248,0,0.0,0
MSC-GRANDIOSA,2026-06-11 22:27:10.533259,1805.4929272851516,1862.916725739195,81.1,82.79,0.546,0.821,1.019,11.997,4.15,0,0.0,0
MSC-GRANDIOSA,2026-06-11 23:27:10.533259,1762.6577546536341,1829.8581847155808,77.61,79.11,0.984,0.697,1.027,12.407,4.184,0,0.0,0
MSC-GRANDIOSA,2026-06-12 00:27:10.533259,1790.8870467785057,1848.3735036516882,77.42,79.96,1.102,0.766,1.247,12.778,4.161,0,0.0,0
MSC-GRANDIOSA,2026-06-12 01:27:10.533259,1803.8009628701627,1868.5855950399857,78.7,81.73,1.048,0.744,0.871,12.829,4.139,0,0.0,0
MSC-GRANDIOSA,2026-06-12 02:27:10.533259,1814.9865527909762,1839.1562603187895,76.14,77.65,1.374,0.766,1.171,12.509,4.296,0,0.0,0
MSC-GRANDIOSA,2026-06-12 03:27:10.533259,1822.7744413878593,1849.8917937910135,77.59,78.74,1.359,0.736,0.908,12.628,4.186,0,0.0,0
MSC-GRANDIOSA,2026-06-12 04:27:10.533259,1844.7751520180125,1868.5496576680478,78.96,81.17,1.314,0.899,1.261,11.865,4.338,0,0.0,0
MSC-GRANDIOSA,2026-06-12 05:27:10.533259,1790.1803785418504,1855.9371692609213,78.21,81.76,0.933,0.707,1.206,12.668,4.177,0,0.0,0
MSC-GRANDIOSA,2026-06-12 06:27:10.533259,1820.9732821752962,1803.86797207158,78.6,80.33,0.801,0.786,0.976,12.298,4.191,0,0.0,0
MSC-GRANDIOSA,2026-06-12 07:27:10.533259,1811.6769853873388,1831.278408960641,76.26,77.53,1.257,0.834,1.033,12.219,4.223,0,0.0,0
MSC-GRANDIOSA,2026-06-12 08:27:10.533259,1797.0319746352654,1913.6059480713398,80.92,82.58,0.758,0.866,1.085,12.267,4.214,0,0.0,0
MSC-GRANDIOSA,2026-06-12 09:27:10.533259,1794.1291596870365,1855.7220218340462,81.64,85.46,0.909,0.972,1.297,12.886,4.189,0,0.0,0
MSC-GRANDIOSA,2026-06-12 10:27:10.533259,1820.214092322653,1816.343660714763,81.81,83.07,0.693,1.311,1.577,12.671,4.154,0,0.0,0
MSC-GRANDIOSA,2026-06-12 11:27:10.533259,1819.0542188006614,1904.9744371943223,85.38,86.4,1.152,1.504,1.889,12.683,4.154,0,0.0,0
MSC-GRANDIOSA,2026-06-12 12:27:10.533259,1834.6476772129265,1878.4493722296293,89.33,91.14,0.363,1.715,2.192,12.437,4.099,1,1.0,1
MSC-GRANDIOSA,2026-06-12 13:27:10.533259,1770.1730114630643,1872.5359191324796,87.87,89.48,1.558,1.938,2.115,12.389,4.069,1,1.0,1
MSC-GRANDIOSA,2026-06-12 14:27:10.533259,1813.878436220968,1840.9938939982478,93.65,97.26,1.597,2.144,2.564,12.852,4.09,1,1.0,1
MSC-GRANDIOSA,2026-06-12 15:27:10.533259,1827.7718427072225,1854.9251844024625,97.27,98.53,0.445,2.414,2.608,12.365,4.088,1,1.0,1
MSC-GRANDIOSA,2026-06-12 16:27:10.533259,1795.417744637409,1855.292496028888,76.26,78.24,1.09,0.775,1.09,12.558,4.19,0,0.0,0
MSC-GRANDIOSA,2026-06-12 17:27:10.533259,1776.7969748426062,1854.5675151043988,79.91,82.73,0.995,0.76,1.25,12.548,4.228,0,0.0,0
MSC-GRANDIOSA,2026-06-12 18:27:10.533259,1836.0045500592762,1872.5036597312164,76.6,78.24,0.977,0.745,0.902,12.678,4.169,0,0.0,0
MSC-GRANDIOSA,2026-06-12 19:27:10.533259,1790.3563474518794,1859.890275598522,78.44,79.73,1.385,0.802,0.935,12.614,4.267,0,0.0,0
MSC-GRANDIOSA,2026-06-12 20:27:10.533259,1760.8052746726844,1866.8503611988938,77.58,81.21,1.238,0.828,0.931,12.22,4.303,0,0.0,0
MSC-GRANDIOSA,2026-06-12 21:27:10.533259,1822.836059043296,1788.7259850847893,78.8,81.98,0.857,0.891,1.094,12.377,4.232,0,0.0,0
MSC-GRANDIOSA,2026-06-12 22:27:10.533259,1783.750307316971,1875.3247906524657,80.02,81.25,1.004,0.8,0.921,12.724,4.099,0,0.0,0
MSC-GRANDIOSA,2026-06-12 23:27:10.533259,1791.457063503049,1826.4006571260102,77.46,79.46,0.644,0.774,1.271,12.055,4.231,0,0.0,0
MSC-GRANDIOSA,2026-06-13 00:27:10.533259,1815.8831198740613,1829.7190672388008,79.17,81.96,1.044,0.758,1.127,12.222,4.086,0,0.0,0
MSC-GRANDIOSA,2026-06-13 01:27:10.533259,1790.1170903995878,1788.2925079007257,76.28,78.15,0.904,0.819,1.314,12.145,4.253,0,0.0,0
MSC-GRANDIOSA,2026-06-13 02:27:10.533259,1762.0426970618498,1841.7704754725441,77.34,80.33,1.049,0.693,0.991,12.517,4.045,0,0.0,0
MSC-GRANDIOSA,2026-06-13 03:27:10.533259,1772.9356280097334,1836.34870366429,78.19,81.7,1.401,0.798,1.057,12.668,4.335,0,0.0,0
MSC-GRANDIOSA,2026-06-13 04:27:10.533259,1759.4654526204665,1855.138005347336,79.67,81.01,1.189,0.773,1.169,12.553,4.299,0,0.0,0
MSC-GRANDIOSA,2026-06-13 05:27:10.533259,1756.7799796897054,1861.393475100942,77.74,80.96,1.024,0.765,0.924,12.336,4.165,0,0.0,0
MSC-GRANDIOSA,2026-06-13 06:27:10.533259,1790.1806675412436,1838.1272663021869,76.3,78.29,0.712,0.774,0.898,12.328,4.149,0,0.0,0
MSC-GRANDIOSA,2026-06-13 07:27:10.533259,1763.0031819478315,1879.2400949190367,79.85,81.47,0.855,0.798,1.135,12.05,4.077,0,0.0,0
MSC-GRANDIOSA,2026-06-13 08:27:10.533259,1784.95386683219,1865.688950917466,79.89,82.9,1.586,0.765,1.146,12.274,4.089,0,0.0,0
MSC-GRANDIOSA,2026-06-13 09:27:10.533259,1815.0589098781215,1877.8883182612958,81.08,84.75,0.92,0.842,1.3,12.521,4.424,0,0.0,0
MSC-GRANDIOSA,2026-06-13 10:27:10.533259,1774.7382750483043,1854.8300378174254,79.77,83.61,0.502,0.834,1.32,12.613,4.267,0,0.0,0
MSC-GRANDIOSA,2026-06-13 11:27:10.533259,1804.3598491327953,1874.5983012915146,78.57,82.55,1.761,0.785,1.016,12.132,4.158,0,0.0,0
MSC-GRANDIOSA,2026-06-13 12:27:10.533259,1802.3514382540636,1857.525792122268,76.28,78.8,1.397,0.762,1.002,12.173,4.279,0,0.0,0
MSC-GRANDIOSA,2026-06-13 13:27:10.533259,1803.0718231702956,1836.0225831851876,77.77,80.54,1.031,0.808,1.034,13.078,4.21,0,0.0,0
MSC-GRANDIOSA,2026-06-13 14:27:10.533259,1782.2500561900983,1867.81225906455,75.14,77.09,1.015,0.83,1.079,12.46,4.12,0,0.0,0
MSC-GRANDIOSA,2026-06-13 15:27:10.533259,1811.3188085413374,1874.399387173193,77.1,78.62,0.907,0.774,0.959,13.027,4.262,0,0.0,0
MSC-GRANDIOSA,2026-06-13 16:27:10.533259,1850.6666439343087,1951.8809755227308,77.15,79.9,0.963,0.801,1.289,12.137,4.188,0,0.0,0
MSC-GRANDIOSA,2026-06-13 17:27:10.533259,1771.5434864710783,1891.9757762230643,78.62,80.04,0.973,0.785,1.178,12.604,4.176,0,0.0,0
MSC-GRANDIOSA,2026-06-13 18:27:10.533259,1789.6605145488868,1835.0861014729383,79.44,81.1,1.175,0.78,1.08,12.116,4.091,0,0.0,0
MSC-GRANDIOSA,2026-06-13 19:27:10.533259,1811.845092198028,1878.0285574943973,75.36,76.74,1.365,0.779,0.883,12.239,4.232,0,0.0,0
MSC-GRANDIOSA,2026-06-13 20:27:10.533259,1790.611574450142,1839.4123333878938,77.4,81.03,0.636,0.76,0.899,12.532,4.122,0,0.0,0
MSC-GRANDIOSA,2026-06-13 21:27:10.533259,1781.5295456406052,1847.185778307516,78.49,81.85,0.795,0.758,1.075,12.836,4.198,0,0.0,0
MSC-GRANDIOSA,2026-06-13 22:27:10.533259,1846.8093872545053,1883.126872576503,79.13,80.72,0.953,0.886,1.17,12.104,4.254,0,0.0,0
MSC-GRANDIOSA,2026-06-13 23:27:10.533259,1819.6562871412875,1867.19745461787,79.56,82.94,0.965,0.812,1.271,12.702,4.331,0,0.0,0
MSC-GRANDIOSA,2026-06-14 00:27:10.533259,1840.8926290124855,1870.6825724073951,77.13,80.24,0.946,0.822,0.97,12.41,4.192,0,0.0,0
MSC-GRANDIOSA,2026-06-14 01:27:10.533259,1792.8197043101193,1864.0240834155372,80.2,82.61,1.468,0.749,1.003,12.608,4.198,0,0.0,0
MSC-GRANDIOSA,2026-06-14 02:27:10.533259,1837.9708388611748,1837.014310610845,79.53,82.34,1.129,0.802,0.968,12.27,4.26,0,0.0,0
MSC-GRANDIOSA,2026-06-14 03:27:10.533259,1808.9625055857173,1838.7811611866505,78.2,81.38,1.159,0.811,1.288,12.872,4.278,0,0.0,0
MSC-GRANDIOSA,2026-06-14 04:27:10.533259,1766.2406072535696,1859.3736117305377,78.38,81.04,0.924,0.737,1.129,12.599,4.286,0,0.0,0
MSC-GRANDIOSA,2026-06-14 05:27:10.533259,1773.5642062106892,1813.3725034497738,77.13,78.76,1.734,0.725,1.153,13.112,4.098,0,0.0,0
MSC-GRANDIOSA,2026-06-14 06:27:10.533259,1802.8513230875647,1901.6030308566521,81.42,83.2,1.046,1.008,1.135,13.053,4.176,0,0.0,0
MSC-GRANDIOSA,2026-06-14 07:27:10.533259,1780.4982563405285,1795.2594960957779,81.71,83.44,0.727,1.235,1.36,12.82,4.245,0,0.0,0
